,upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,Stock,cost_cents,cost_qty,Phone,New CSV
5423,"=""088168800083""",Household,1,299,n,n,super glue,,n,n,1,"=""0""",0,,617-866-3824,
5424,"=""088168881662""",Household,1,281,n,n,Amoray Strawberry Nail Polish Remover,8 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
5425,"=""088168884014""",Household,1,149,n,n,Kaze Hand Soap Peach & Mango,14 oz,,n,1,"=""0""",0,,617-866-3824,
5426,"=""088168884038""",Household,1,149,n,n,Amoray Liquid Hand Soap,14 Oz,,n,1,"=""0""",0,,617-866-3824,
5427,"=""088168884045""",Household,1,149,n,n,Kraze Liquid Hand Soap Lavender,14 Oz,,n,1,"=""0""",0,,617-866-3824,
5428,"=""088168884069""",Household,1,149,n,n,Kraze Liquid Hand Soap Rose Petal,14 oz,,n,1,"=""0""",0,,617-866-3824,
5429,"=""088168885516""",Household,1,199,n,n,Amaray,"=""80""",,n,1,"=""0""",0,,617-866-3824,
5430,"=""088168885523""",Household,1,199,n,n,Amoray,,,n,1,"=""0""",0,,617-866-3824,
5431,"=""088168885530""",Household,1,199,n,n,Amory,,,n,1,"=""0""",0,,617-866-3824,
5432,"=""088168888210""",Household,1,249,n,n,"American Wrap Xtra Heavy Aluminum Foil 12"""" x 25`",0.24 LB,n,n,1,"=""0""",0,,617-866-3824,
5433,"=""088169002004""",Household,1,999,n,n,Pipe,,,n,1,"=""0""",0,,617-866-3824,
5434,"=""089087120115""",Drinks,1,189,n,n,DG Genuine:Kola Champagne,12.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5435,"=""089087120122""",Drinks,1,189,y,n,"DG Genuine:Flavored Soda, Jamaican Cream",12.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5436,"=""089087120139""",Drinks,1,189,n,n,DG Genuine Jamaican Ginger Beer,12 oz,y,n,1,"=""0""",0,,617-866-3824,
5437,"=""089087120153""",Drinks,1,189,n,n,DC Genuine Jamaican Orange Soda,12 oz,,n,1,"=""0""",0,1.0,617-866-3824,
5438,"=""089087120160""",Drinks,1,189,n,n,DG Jamaican Grape,12 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
5439,"=""089087120177""",Drinks,1,189,n,n,Jamaican Pineapple,12 Oz,y,n,1,"=""0""",0,,617-866-3824,
5440,"=""089087120719""",Drinks,1,189,n,n,Cola Lacaye Fruit Cola,12 oz,,n,1,"=""0""",0,1.0,617-866-3824,
5441,"=""089087120726""",Drinks,1,189,n,n,Cola Lacaye Banana Soda,12 oz,,n,1,"=""0""",0,1.0,617-866-3824,
5442,"=""089087157470""",Drinks,1,100,n,n,Tropical Fantasy Cherry Blue Lemonade,24 oz,,n,1,"=""0""",0,,617-866-3824,
5443,"=""089087157494""",Drinks,1,100,n,n,Tropical Fantasy Strawberry Lemonade,24 oz,,n,1,"=""0""",0,,617-866-3824,
5444,"=""089087157531""",Drinks,1,100,n,n,Tropical Fantasy Fruit Punch,24.00 Oz,,n,1,"=""0""",0,,617-866-3824,
5445,"=""089087157548""",Drinks,1,100,n,n,Tropical Fantasy Kiwi Strawberry,24.00 Oz,,n,1,"=""0""",0,,617-866-3824,
5446,"=""089087157555""",Drinks,1,100,n,n,Tropical Fantasy Orangeade,24.00 Oz,,n,1,"=""0""",0,,617-866-3824,
5447,"=""089087157562""",Drinks,1,100,n,n,Tropical Fantasy Grape,24.00 Oz,,n,1,"=""0""",0,,617-866-3824,
5448,"=""089087157593""",Drinks,1,100,n,n,Tropical Fantasy Apple,24.00 Oz,,n,1,"=""0""",0,,617-866-3824,
5449,"=""089087157616""",Drinks,1,100,n,n,Tropical Fantasy: Pineapple,23.5 Oz,,n,1,"=""0""",0,,617-866-3824,
5450,"=""089087157623""",Drinks,1,100,n,n,Guava Premium Juice Cocktail,24 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
5451,"=""089087157630""",Drinks,1,100,n,n,Tropical Fantasy Mango,24 Oz,,n,1,"=""0""",0,,617-866-3824,
5452,"=""089087157654""",Drinks,1,100,n,n,Tropical Fantasy Pink Lemonade Premium Juice Cocktail,24 Oz,,n,1,"=""0""",0,,617-866-3824,
5453,"=""089087157661""",Drinks,1,100,n,n,Tropical Fantasy Watermelon Premium Juice Cocktail,24 Oz,,n,1,"=""0""",0,,617-866-3824,
5454,"=""089087157685""",Drinks,1,100,n,n,Tropical Fantasy Mean Green Menonade,16 Oz,,n,1,"=""0""",0,,617-866-3824,
5455,"=""089087670016""",Drinks,1,275,n,n,DG Genuine Kola Champagne Jamaican,2 Liter,,n,1,"=""0""",0,1.0,617-866-3824,
5456,"=""089087671518""",Drinks,1,275,n,n,Country Club Raspberry Soda,2 Liter,,n,1,"=""0""",0,1.0,617-866-3824,
5457,"=""089087671525""",Drinks,1,275,n,n,Country Club Merengue Soda,2 Liter,,n,1,"=""0""",0,1.0,617-866-3824,
5458,"=""089087671549""",Drinks,1,275,n,n,Country Club Orange Soda,67.60 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
5459,"=""089396000481""",Drinks,1,199,n,n,Mistic,16oz,,n,1,"=""0""",0,1.0,617-866-3824,
5460,"=""089396000504""",Drinks,1,199,n,n,Mistic,,,n,1,"=""0""",0,1.0,617-866-3824,
5461,"=""089396000528""",Drinks,1,199,n,n,Mistic,15.9 oz,,n,1,"=""0""",0,1.0,617-866-3824,
5462,"=""089396000542""",Drinks,1,199,n,n,Mistic,15.9 fl oz,,n,1,"=""0""",0,1.0,617-866-3824,
5463,"=""089396000566""",Drinks,1,199,n,n,Mistic,,,n,1,"=""0""",0,1.0,617-866-3824,
5464,"=""089396000580""",Drinks,1,199,n,n,Mistic,,,n,1,"=""0""",0,1.0,617-866-3824,
5465,"=""089396000603""",Drinks,1,200,n,n,Mistic,,,n,1,"=""0""",0,1.0,617-866-3824,
5466,"=""089396000627""",Drinks,1,199,n,n,Mistic,,,n,1,"=""0""",0,1.0,617-866-3824,
5467,"=""089396000665""",Drinks,1,199,n,n,Mistic,15.9oz,,n,1,"=""0""",0,1.0,617-866-3824,
5468,"=""089396152906""",Drinks,1,199,n,n,Mistic Tropical Carrot Juice Drink,16.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5469,"=""089396152920""",Drinks,1,199,n,n,Mistic Orange Mango Juice Drink,16.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5470,"=""089396152944""",Drinks,1,199,n,n,Mistic Strawberry Banana Juice Drink,16.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5471,"=""089396152968""",Drinks,1,199,n,n,Mistic Orange Carrot Juice Drink,16.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5472,"=""089396152975""",Drinks,1,199,n,n,Mistic Mango Carrot Juice Drink,16.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5473,"=""089396153026""",Drinks,1,199,n,n,Mistic Peach Carrot Juice Drink,16.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5474,"=""089396153309""",Drinks,1,199,n,n,Mistic: Bahama Blueberry,16.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5475,"=""089396156126""",Drinks,1,199,n,n,Mistic: Tropical Fruit Punch,16.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5476,"=""089396156157""",Drinks,1,199,n,n,Mistic: Kiwi Strawberry,16.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5477,"=""089396156263""",Drinks,1,199,n,n,Mistic: Mango Mania,16.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5478,"=""089396156300""",Drinks,1,199,n,n,Mistic Juice Drink Lotta Colada,16.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5479,"=""090478410012""",Drinks,1,125,n,n,Jarritos Mandarin,12.5oz,,n,1,"=""0""",0,,617-866-3824,
5480,"=""090478410036""",Drinks,1,125,n,n,Jarritos Pineapple,12.5 oz,,n,1,"=""0""",0,,617-866-3824,
5481,"=""090478410043""",Drinks,1,125,n,n,Jarritos Pineapple,12.5 oz,y,n,1,"=""0""",0,,617-866-3824,
5482,"=""090478410104""",Drinks,1,125,n,n,Jarritos Soda Mango,12.50 Oz,,n,1,"=""0""",0,,617-866-3824,
5483,"=""090478410616""",Drinks,1,125,n,n,Mineragua:Club Soda,12.50 FL OZ,,n,1,"=""0""",0,,617-866-3824,
5484,"=""090500000389""",Cigarettes,1,1000,n,n,Maverick Red 100's,"=""1""",,n,1,"=""0""",0,,617-866-3824,
5485,"=""090500000396""",Cigarettes,1,1000,n,n,Maverick Gold,"=""1""",,n,1,"=""0""",0,,617-866-3824,
5486,"=""090500000464""",Cigarettes,1,1000,n,n,Maverick Red,1 ct,,n,1,"=""0""",0,,617-866-3824,
5487,"=""090500000518""",Cigarettes,1,900,n,n,Maverick Cigarettes Green Box 100's,"=""20""",y,n,1,"=""0""",0,,617-866-3824,
5488,"=""090500000532""",Cigarettes,1,1000,n,n,Maverick Gold Box 100s,1 ct,,n,1,"=""0""",0,,617-866-3824,
5489,"=""090500000549""",Cigarettes,1,900,n,n,maverick menthol,box,n,n,1,"=""0""",0,,617-866-3824,
5490,"=""090500000570""",Cigarettes,1,1100,n,n,Winston Red Box,20 Ct,n,n,1,"=""0""",0,,617-866-3824,
5491,"=""090500000587""",Cigarettes,1,1100,n,n,Winston Red 100,1.00 CTN,,n,1,"=""0""",0,,617-866-3824,
5492,"=""090500000594""",Cigarettes,1,1100,n,n,Winston Gold Box,regular,,n,1,"=""0""",0,,617-866-3824,
5493,"=""090500000617""",Cigarettes,1,1100,n,n,Wins Gold 100's Box,100',n,n,1,"=""0""",0,,617-866-3824,
5494,"=""090500000716""",Cigarettes,1,1000,n,n,Kool Filter Kings Cigarettes,"=""1""",n,n,1,"=""0""",0,,617-866-3824,
5495,"=""090500000730""",Cigarettes,1,1000,n,n,Kool 100's Green Menthol,20 Ct,y,n,1,"=""0""",0,,617-866-3824,
5496,"=""090500000860""",Cigarettes,1,1100,n,n,Kool Filter Kings Cigarettes Menthol,20 Ct,n,n,1,"=""0""",0,,617-866-3824,
5497,"=""090500000907""",Cigarettes,1,1100,n,n,Salem box Menthol,1 pk,,n,1,"=""0""",0,,617-866-3824,
5498,"=""090500000914""",Tobacco,1,1100,n,n,salem 100's Box Menthol,100',,n,1,"=""0""",0,,617-866-3824,
5499,"=""090500000938""",Cigarettes,1,1100,n,n,Salem Gold Box,"=""1""",n,n,1,"=""0""",0,,617-866-3824,
5500,"=""090500000945""",Cigarettes,1,1100,n,n,Salem Gold 100's Box,"=""1""",n,n,1,"=""0""",0,,617-866-3824,
5501,"=""090500100065""",Cigarettes,1,8000,n,n,Maverick - Mentol Box Carton,,,n,1,"=""0""",0,,617-866-3824,
5502,"=""090595000110""",Grocery Non-Taxable,1,399,n,n,Giroux Medium Eggs,One Dozen,y,n,1,"=""0""",0,0.0,617-866-3824,
5503,"=""090595000127""",Grocery Non-Taxable,1,399,n,n,Poultry Farms Large Eggs,24 Oz,y,n,1,"=""0""",0,0.0,617-866-3824,
5504,"=""090595000172""",Grocery Non-Taxable,1,399,n,y,Poultry Farms Large Brown Eggs,24 Oz,y,n,1,"=""0""",0,1.0,617-866-3824,
5505,"=""090595000325""",Dairy,1,399,n,n,Large brown eggs,,,n,1,"=""0""",0,1.0,617-866-3824,
5506,"=""090600000111""",Cigarettes,1,1100,n,n,USA Gold 100 Box,1.00 PK,,n,1,"=""0""",0,1.0,617-866-3824,
5507,"=""090600000166""",Cigarettes,1,1100,n,n,USA Gold King Box,1.00 PK,,n,1,"=""0""",0,1.0,617-866-3824,
5508,"=""090600000692""",Cigarettes,1,850,n,n,Sonoma Menthol Dark Green 100 Box FSC,1.00 PK,y,n,1,"=""0""",0,,617-866-3824,
5509,"=""090600000890""",Cigarettes,1,900,n,n,Fortuna Red 100 Box FSC,1.00 PK,y,n,1,"=""0""",0,,617-866-3824,
5510,"=""090600000913""",Cigarettes,1,800,n,n,Fortuna Menthol Dark Green 100 Box FSC,1.00 PK,,n,1,"=""0""",0,,617-866-3824,
5511,"=""090600391608""",Cigarettes,1,800,n,n,Crowns Red King,,,n,1,"=""0""",0,1.0,617-866-3824,
5512,"=""090600391660""",Cigarettes,1,800,n,n,Crowns,,,n,1,"=""0""",0,1.0,617-866-3824,
5513,"=""090600391677""",Cigarettes,1,700,n,n,Crowns,,,n,1,"=""0""",0,,617-866-3824,
5514,"=""090600391684""",Cigarettes,1,750,n,n,Crowns Gold 100,,,n,1,"=""0""",0,1.0,617-866-3824,
5515,"=""091585021658""",Household,1,149,n,n,Raw Pure Isobutaine,"=""1""",,n,1,"=""0""",0,,617-866-3824,
5516,"=""091752001001""",Snacks,1,100,n,n,Otis Spunkmeyer:Wild Blueberry,4.00 OZ,,n,1,"=""0""",0,,617-866-3824,
5517,"=""091752001056""",Condiments,1,100,n,n,Otis Spunkmeyer:Banana Nut,4.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5518,"=""091752001209""",General Food,1,100,n,n,Otis Spunkmeyer:Chocolate Chocolate Chip,4.00 OZ,y,n,1,"=""0""",0,,617-866-3824,
5519,"=""091945108890""",Dairy,1,399,n,n,Parmesan,,,n,1,"=""0""",0,1.0,617-866-3824,
5520,"=""091945208880""",Dairy,1,399,n,n,"Dutch Farms:Mild Cheddar Cheese, Fancy Shredded",8.00 OZ,,n,1,"=""0""",0,1.0,617-866-3824,
5521,"=""091945300126""",Dairy,1,549,n,n,Dutrch Farms American Single Cheese,12 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
5522,"=""091945300188""",Dairy,1,499,n,n,Dutch Farm American Singles,12 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
5523,"=""091945480811""",Grocery Non-Taxable,1,299,n,n,Dutch Farms White Sharp Cheddar Cheese,8 oz,y,n,1,"=""0""",0,,617-866-3824,
5524,"=""093000011015""",Household,1,200,n,n,Chap-ice Original Lip Balm,0.15 Oz,,n,1,"=""0""",0,,617-866-3824,
5525,"=""093000011022""",Condiments,1,199,n,n,"Chap Ice Cherry SPF-4 Lip Balm Stick, 24-Count",1 unit,,n,1,"=""0""",0,,617-866-3824,
5526,"=""093000011060""",Household,1,200,n,n,Lip Balm Stick - Chap Ice,"=""1""",,n,1,"=""0""",0,,617-866-3824,
5527,"=""093922500666""",Grocery Non-Taxable,1,125,n,n,Now And Later Original,2.75 Oz,y,n,1,"=""0""",0,,617-866-3824,
5528,"=""093922500680""",Candy,1,100,n,n,"Now and Later:Wild Fruits - Tropical Punch, Wildberry, Watermelon",2.75 OZ,y,n,1,"=""0""",0,,617-866-3824,
5529,"=""093922520008""",Dairy,1,25,n,n,Now & Later Watermelon,0.93 Oz,y,n,1,"=""0""",0,,617-866-3824,
5530,"=""093922520022""",Grocery Non-Taxable,1,25,n,n,Now & Later Strawberry,6pc,,n,1,"=""0""",0,,617-866-3824,
5531,"=""093922520039""",Grocery Non-Taxable,1,25,n,n,Now & Later Cherry,6pc,,n,1,"=""0""",0,,617-866-3824,
5532,"=""093922520046""",Grocery Non-Taxable,1,25,n,n,Now & Later Blue Berry,6pc,y,n,1,"=""0""",0,,617-866-3824,
5533,"=""093922520053""",General Food,1,25,n,n,Now & Later Tropical Punch,6pc,,n,1,"=""0""",0,,617-866-3824,
5534,"=""093922520060""",General Food,1,25,n,n,Now & Later Pineapple,0.93 Oz,,n,1,"=""0""",0,,617-866-3824,
5535,"=""093922520077""",Condiments,1,25,n,n,Now & Later Banana,0.93 oz,y,n,1,"=""0""",0,,617-866-3824,
5536,"=""093922520084""",Grocery Non-Taxable,1,25,n,n,Now & Later Apple .25cents Unit,24 6 ct,y,n,1,"=""0""",0,,617-866-3824,
5537,"=""093922520107""",General Food,1,25,n,n,Now & Later Grape .25CENTS Units,6pc,y,n,1,"=""0""",0,,617-866-3824,
5538,"=""094000004403""",Dairy,1,100,n,n,Daisy`s Bakery Glazed Honey Buns 12 Ct.,4.75 oz,y,n,1,"=""0""",0,,617-866-3824,
5539,"=""094196020119""",Household,1,1199,n,n,Anti-Freeze,1gal,,n,1,"=""0""",0,,617-866-3824,
5540,"=""094196166305""",Grocery Non-Taxable,1,399,n,n,MAXI GUARDS MOTOR OIL 10-30,740gr,n,n,1,"=""0""",0,,617-866-3824,
5541,"=""094262021576""",Grocery Non-Taxable,1,199,n,n,Bijol,10.00 Oz,,n,1,"=""0""",0,,617-866-3824,
5542,"=""094331263739""",Grocery Non-Taxable,1,299,n,n,Otas,,y,n,1,"=""0""",0,,617-866-3824,
5543,"=""094514416020""",Household,1,499,n,n,Xtra Crystal Clean Laundry Detergent,75 Oz,,n,1,"=""0""",0,,617-866-3824,
5544,"=""094514419601""",Household,1,499,n,n,Xtra Liquid Laundry Detergent:2X Concentrated 50 Loads,75.00 OZ,,n,1,"=""0""",0,,617-866-3824,
5545,"=""094514419625""",Household,1,499,n,n,Xtra Lasting ScentSations Spring Sunshine,75.00 OZ,,n,1,"=""0""",0,,617-866-3824,
5546,"=""094514419656""",Household,1,499,n,n,Xtra Liquid Mountain Rain,75.00 OZ,,n,1,"=""0""",0,,617-866-3824,
5547,"=""094514419670""",Household,1,499,n,n,Xtra Liquid Laundry Detergent:2X Concentrated Scentsations 50 Loads,75.00 OZ,n,n,1,"=""0""",0,,617-866-3824,
5548,"=""094514424032""",Grocery Non-Taxable,1,399,n,n,Xtra Mountain Rain Laundry Detergent,51 Oz,n,n,1,"=""0""",0,,617-866-3824,
5549,"=""094514424049""",Household,1,299,n,n,Xtra Tropical Passion Detergent,51.00 Oz,n,n,1,"=""0""",0,,617-866-3824,
5550,"=""094514424056""",Household,1,399,n,n,Xtra Spring Sunshine Scent Detergent,51 Oz,,n,1,"=""0""",0,,617-866-3824,
5551,"=""094514428849""",Household,1,499,n,n,Xtra Lasting Scent,,,n,1,"=""0""",0,,617-866-3824,
5552,"=""094514428863""",Household,1,399,n,n,Xte,,,n,1,"=""0""",0,1.0,617-866-3824,
5553,"=""094514428900""",Household,1,499,n,n,Xtra detergent  fresh rush 75 fl.oz,75 fl.oz,,n,1,"=""0""",0,,617-866-3824,
5554,"=""094606280027""",Household,1,299,n,n,Dora Baby Bo,,n,n,1,"=""0""",0,,617-866-3824,
5555,"=""094606373101""",Household,1,149,n,n,Silicone Pacifier,1CT,,n,1,"=""0""",0,,617-866-3824,
5556,"=""094606590003""",Household,1,299,n,n,Baby King Gerber Bottle,,n,n,1,"=""0""",0,,617-866-3824,
5557,"=""094772000054""",News Paper,1,350,n,n,Boston Globe,,n,n,1,"=""0""",0,1.0,617-866-3824,
5558,"=""094772000061""",News Paper,1,600,n,n,Boston Sunday Globe,,,n,1,"=""0""",0,,617-866-3824,
5559,"=""094772000078""",News Paper,1,450,n,n,Globe,"=""1""",,n,1,"=""0""",0,1.0,617-866-3824,
5560,"=""094922591418""",Grocery Non-Taxable,1,129,n,n,Rap Snacks BBQ,2.75 oz,y,n,1,"=""0""",0,,617-866-3824,
5561,"=""094948009232""",Misc.,1,199,n,n,Salt n pepper shaker,"=""2""",n,n,1,"=""0""",0,,617-866-3824,
5562,"=""095045000078""",Candy,1,100,n,n,Candy,,,n,1,"=""0""",0,1.0,617-866-3824,
5563,"=""095188011283""",Drinks,1,349,n,n,Tampico Citrus Punch,1.00 GAL,,n,1,"=""0""",0,,617-866-3824,
5564,"=""095188021282""",Drinks,1,349,n,n,Tampico Mango,1 gallon,,n,1,"=""0""",0,,617-866-3824,
5565,"=""095188031281""",Drinks,1,349,n,n,Tampico Tropical Punch,1.00 GAL,,n,1,"=""0""",0,,617-866-3824,
5566,"=""095188061288""",Drinks,1,349,n,n,Tampico:Island Punch,1.00 GAL,,n,1,"=""0""",0,,617-866-3824,
5567,"=""097009010222""",Dairy,1,399,n,n,Large brown eggs,,,n,1,"=""0""",0,1.0,617-866-3824,
5568,"=""097138658142""",Produce,1,50,n,n,Gftg,,n,n,1,"=""0""",0,,617-866-3824,
5569,"=""097138869586""",Grocery Non-Taxable,1,999,n,n,Jgby,,y,n,1,"=""0""",0,,617-866-3824,
5570,"=""097138870322""",Grocery Non-Taxable,1,699,n,n,Hb,,n,n,1,"=""0""",0,,617-866-3824,
5571,"=""097138870414""",Grocery Non-Taxable,1,499,n,n,Gdgf,,n,n,1,"=""0""",0,,617-866-3824,
5572,"=""099477100139""",Grocery Non-Taxable,1,129,n,n,Viva Ice pops,24 Oz,y,n,1,"=""0""",0,,617-866-3824,
5573,"=""099482414405""",Grocery Non-Taxable,1,50,n,n,Sauce,,y,n,1,"=""0""",0,,617-866-3824,
5574,"=""099482455835""",Grocery Non-Taxable,1,100,n,n,Beans,,y,n,1,"=""0""",0,,617-866-3824,
5575,"=""099900100873""",Candy,1,149,n,n,butterfinger crispety crunchy,,,n,1,"=""0""",0,1.0,617-866-3824,
5576,"=""099900346639""",Candy,1,149,n,n,Chunky,,,n,1,"=""0""",0,1.0,617-866-3824,
5577,"=""099900625468""",Candy,1,149,n,n,Baby,,,n,1,"=""0""",0,1.0,617-866-3824,
5578,"=""099900694235""",Snacks,1,149,n,n,100,,,n,1,"=""0""",0,1.0,617-866-3824,
5579,"=""099900711154""",Candy,1,125,n,n,Raisinets,,,n,1,"=""0""",0,,617-866-3824,
5580,"=""099900908363""",Candy,1,149,n,n,Crunch,,,n,1,"=""0""",0,1.0,617-866-3824,
5581,"=""099999497915""",Household,1,399,n,n,Dester set,,,n,1,"=""0""",0,,617-866-3824,
5582,"=""100009000602""",Grocery Non-Taxable,1,299,n,n,Swisher Sweets Cigarillos,2 pk,,n,1,"=""0""",0,,617-866-3824,
5583,"=""100009000800""",Grocery Non-Taxable,1,249,n,n,Hg,,n,n,1,"=""0""",0,,617-866-3824,
5584,"=""100009044804""",Water,1,249,n,n,Socks,,n,n,1,"=""0""",0,,617-866-3824,
5585,"=""180530000715""",Drinks,1,199,n,n,Muscle Milk:Chocolate,11.00 FL OZ,y,n,1,"=""0""",0,,617-866-3824,
5586,"=""180530000722""",Drinks,1,199,n,n,"Muscle Milk Protein Shake RTDs, Vanilla, 11 Oz, 4 pk",11 ounces. Single,,n,1,"=""0""",0,,617-866-3824,
5587,"=""182136000021""",Drinks,1,249,n,n,Aqua Hydrate,33.8 oz,,n,1,"=""0""",0,,617-866-3824,
5588,"=""182136000236""",Drinks,1,169,n,n,Aqua Hydrate,23.7 oz,,n,1,"=""0""",0,,617-866-3824,
5589,"=""183689001060""",Household,1,299,n,n,Panda Bath Tissue 200 Sheets 2 Ply - Ultra Premium,4 ct,,n,1,"=""0""",0,,617-866-3824,
5590,"=""183689001350""",Household,1,399,n,n,Panda ulra premium 4 rolls bathroom tissue ,4 rolls,,n,1,"=""0""",0,1.0,617-866-3824,
5591,"=""183689182011""",Household,1,140,n,n,Plenty towel,,,n,1,"=""0""",0,1.0,617-866-3824,
5592,"=""183689182769""",Household,1,149,n,n,Plenty Paper Towel,52 Sheets,,n,1,"=""0""",0,,617-866-3824,
5593,"=""185283000357""",Household,1,189,n,n,Love My Carpet Summer`s Kiss,12.14 Oz,,n,1,"=""0""",0,,617-866-3824,
5594,"=""185283000418""",Household,1,169,n,n,Love My Carpet Mulberry,12.14 Oz,,n,1,"=""0""",0,,617-866-3824,
5595,"=""185283000784""",Household,1,199,n,n,Love My Carpet Lavender Dreams,14 oz,,n,1,"=""0""",0,,617-866-3824,
5596,"=""192568940000""",Candy,1,199,n,n,GALAXY ROCKS,,,n,1,"=""0""",0,1.0,617-866-3824,
5597,"=""251748600414""",Grocery Non-Taxable,1,200,n,n,Target phn card,,n,n,1,"=""0""",0,,617-866-3824,
5598,"=""251748600421""",Grocery Non-Taxable,1,500,n,n,Calling card,,n,n,1,"=""0""",0,,617-866-3824,
5599,"=""251748601756""",Boss Revolution,1,200,n,n,Haiti Pa'M Calling Card $2,"=""1""",n,n,1,"=""0""",0,,617-866-3824,
5600,"=""251748602067""",Grocery Non-Taxable,1,200,n,n,Marca card,,n,n,1,"=""0""",0,,617-866-3824,
5601,"=""251748602074""",Grocery Non-Taxable,1,500,n,n,Marca,,n,n,1,"=""0""",0,,617-866-3824,
5602,"=""300258109501""",Grocery Non-Taxable,1,249,n,n,Equal:Artificial Sweetener Packets,50.00 EA,,n,1,"=""0""",0,,617-866-3824,
5603,"=""300258900788""",Grocery Non-Taxable,1,349,n,n,Equal Saccharin Same Sweetener,3.5 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
5604,"=""300258901501""",Grocery Non-Taxable,1,299,n,n,Equal,,,n,1,"=""0""",0,,617-866-3824,
5605,"=""300318693124""",Vitamins/Medicine,1,999,n,n,Children Robitussin Cough & Cold,4 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
5606,"=""300318716120""",Vitamins/Medicine,1,899,n,n,Robitussin Children`s Cf Grape Flavor Cough & Cold,4 Oz,,n,1,"=""0""",0,,617-866-3824,
5607,"=""300318736128""",Vitamins/Medicine,1,849,n,n,Robitussin Adult Peak Cold Cough+Chest Congestion Dm,4 Oz,,n,1,"=""0""",0,,617-866-3824,
5608,"=""300318742143""",Vitamins/Medicine,1,849,n,n,Robitussin Adult Non-Drowsy Liquid,4 oz,,n,1,"=""0""",0,,617-866-3824,
5609,"=""300318757123""",Vitamins/Medicine,1,999,n,n,Robitusin 1,"=""1""",,n,1,"=""0""",0,,617-866-3824,
5610,"=""300318759127""",Vitamins/Medicine,1,1199,n,n,Robitussin,,,n,1,"=""0""",0,1.0,617-866-3824,
5611,"=""300318760123""",Vitamins/Medicine,1,999,n,n,Robitussin,4 onz,,n,1,"=""0""",0,1.0,617-866-3824,
5612,"=""300410101091""",Household,1,599,n,n,Oral B,,,n,1,"=""0""",0,,617-866-3824,
5613,"=""300410101411""",Household,1,299,n,n,Oral B,,,n,1,"=""0""",0,,617-866-3824,
5614,"=""300416684673""",Household,1,599,n,n,brush,,,n,1,"=""0""",0,,617-866-3824,
5615,"=""300450122308""",Vitamins/Medicine,1,799,n,n,Infant's Tylenol:Grape Flavor - includes Simple Measure,1.00 FL OZ,,n,1,"=""0""",0,,617-866-3824,
5616,"=""300450122377""",Vitamins/Medicine,1,599,n,n,Infant's Tylenol Grape Flavor,1 oz,,n,1,"=""0""",0,,617-866-3824,
5617,"=""300450161048""",Vitamins/Medicine,1,999,n,n,Tylenol,4oz,,n,1,"=""0""",0,1.0,617-866-3824,
5618,"=""300450186638""",Vitamins/Medicine,1,599,n,n,Tylenol,2fl oz,,n,1,"=""0""",0,,617-866-3824,
5619,"=""300450192011""",Vitamins/Medicine,1,499,n,n,Motrin Children's Pain Reliever/Fever Reducer Oral Suspension,1 Oz,,n,1,"=""0""",0,1.0,617-866-3824,
5620,"=""300450192042""",Vitamins/Medicine,1,999,n,n,Children's Motrin:Original Berry Flavor,4.00 FL OZ,,n,1,"=""0""",0,1.0,617-866-3824,
5621,"=""300450198013""",Vitamins/Medicine,1,899,n,n,Children's Motrin:Original Berry Flavor Dye-Free,1.00 FL OZ,,n,1,"=""0""",0,,617-866-3824,
5622,"=""300450262257""",Vitamins/Medicine,1,599,n,n,Tylenol:Severe Daytime Non-Drowsy Coolburst(Tm) Caplets,24.00 CT,,n,1,"=""0""",0,,617-866-3824,
5623,"=""300450296054""",Vitamins/Medicine,1,899,n,n,Tylenol Children's,,,n,1,"=""0""",0,,617-866-3824,
5624,"=""300450297211""",Vitamins/Medicine,1,999,n,n,Tylenol 8 hrs,,,n,1,"=""0""",0,,617-866-3824,
5625,"=""300450297273""",Vitamins/Medicine,1,899,n,n,Tylenol 8hrs,"=""24""",,n,1,"=""0""",0,1.0,617-866-3824,
5626,"=""300450391056""",Vitamins/Medicine,1,899,n,n,Children's Tylenol Plus:Multi-Symptom Cold Grape Flavor,4.00 FL OZ,,n,1,"=""0""",0,,617-866-3824,
